category,scientific_name,common_names,conservation_status
Vascular Plant,Lathyrus jepsonii var. californicus,California Pea,Neutral
Vascular Plant,Lathyrus lanszwertii var. aridus,Nevada Pea,Neutral
Vascular Plant,Lathyrus lanszwertii var. lanszwertii,"Lanszwert's Peavine, Lanszwert's Pea",Neutral
Vascular Plant,Lathyrus sulphureus,"Snub Pea, Sulfur Pea",Neutral
Vascular Plant,Lotus argophyllus var. fremontii,Fremont's Birdsfoot Trefoil,Neutral
Vascular Plant,Lotus crassifolius var. crassifolius,Big Deervetch,Neutral
Vascular Plant,Lotus humistratus,"Maresfat, Foothill Deervetch",Neutral
Vascular Plant,Lotus micranthus,Desert Deervetch,Neutral
Vascular Plant,Lotus nevadensis var. nevadensis,"Nevada Trefoil, Nevada Bird's-Foot Trefoil",Neutral
Vascular Plant,Lotus oblongifolius var. oblongifolius,"Streambank Trefoil, Streambank Bird's-Foot Trefoil",Neutral
Vascular Plant,Lotus scoparius var. scoparius,Common Deerweed,Neutral
Vascular Plant,Lotus strigosus,"Strigose Bird's-Foot-Trefoil, Bishop's Lotus, Strigose Bird's-Foot Trefoil",Neutral
Vascular Plant,Lotus wrangelianus,Chilean Bird's-Foot Trefoil,Neutral
Vascular Plant,Lupinus adsurgens,Drew's Silky Lupine,Neutral
Vascular Plant,Lupinus albicaulis,Sicklekeel Lupine,Neutral
Vascular Plant,Lupinus albifrons var. albifrons,Silver Lupine,Neutral
Vascular Plant,Lupinus andersonii,Anderson's Lupine,Neutral
Vascular Plant,Lupinus arbustus,"Spurred Lupine, Longspur Lupine",Neutral
Vascular Plant,Lupinus argenteus var. meionanthus,Lake Tahoe Lupine,Neutral
Vascular Plant,Lupinus benthamii,Spider Lupine,Neutral
Vascular Plant,Lupinus bicolor,"Bicolor Lupine, Miniature Lupine",Neutral
Vascular Plant,Lupinus breweri var. breweri,Brewer's Lupine,Neutral
Vascular Plant,Lupinus breweri var. bryoides,Matted Lupine,Neutral
Vascular Plant,Lupinus breweri var. grandiflorus,Matted Lupine,Neutral
Vascular Plant,Lupinus covillei,Shaggy Lupine,Neutral
Vascular Plant,Lupinus formosus var. formosus,Summer Lupine,Neutral
Vascular Plant,Lupinus fulcratus,Greenstipule Lupine,Neutral
Vascular Plant,Lupinus gracilentus,Green Slender Lupine,Neutral
Vascular Plant,Lupinus grayi,"Sierra Lupine, Gray's Lupine",Neutral
Vascular Plant,Lupinus latifolius,"Broad-Leaf Lupine, Broadleaf Lupine",Neutral
Vascular Plant,Lupinus nanus,"Sky Lupine, Annual Lupine",Neutral
Vascular Plant,Lupinus pratensis var. pratensis,Inyo Meadow Lupine,Neutral
Vascular Plant,Lupinus rivularis,Riverbank Lupine,Neutral
Vascular Plant,Lupinus stiversii,Harlequin Annual Lupine,Neutral
Vascular Plant,Medicago polymorpha,"Burclover, Toothed Medick, California Burclover, Bur Medick, Bur Clover",Neutral
Vascular Plant,Melilotus alba,White Sweetclover,Neutral
Vascular Plant,Melilotus indica,Sourclover,Neutral
Vascular Plant,Trifolium bolanderi,Parasol Clover,Species of Concern
Vascular Plant,Trifolium breweri,Forest Clover,Neutral
Vascular Plant,Trifolium ciliolatum,Foothill Clover,Neutral
Vascular Plant,Trifolium cyathiferum,Cup Clover,Neutral
Vascular Plant,Trifolium gracilentum var. gracilentum,Pinpoint Clover,Neutral
Vascular Plant,Trifolium microcephalum,"Small-Head Clover, Smallhead Clover, Littlehead Clover",Neutral
Vascular Plant,Trifolium obtusiflorum,Clammy Clover,Neutral
Vascular Plant,Trifolium oliganthum,Fewflower Clover,Neutral
Vascular Plant,Trifolium variegatum,"Whitetip Clover, White-Tip Clover",Neutral
Vascular Plant,Trifolium willdenovii,Tomcat Clover,Neutral
Vascular Plant,Trifolium wormskioldii,"Cows Clover, Cow Clover, Sierra Clover",Neutral
Vascular Plant,Vicia benghalensis,"Reddish Tufted Vetch, Purple Vetch",Neutral
Vascular Plant,Alnus incana ssp. tenuifolia,"Thinleaf Alder, Speckled Alder, Mountain Alder",Neutral
Vascular Plant,Alnus rhombifolia,"White Alder, Rhombie Leaf Alder",Neutral
Vascular Plant,Corylus cornuta var. californica,"California Hazelnut, California Hazel",Neutral
Vascular Plant,Chrysolepis sempervirens,"Bush Chinquapin, Sierra Chinkapin",Neutral
Vascular Plant,Lithocarpus densiflorus var. echinoides,Tanoak,Neutral
Vascular Plant,Quercus chrysolepis,Canyon Live Oak,Neutral
Vascular Plant,Quercus douglasii,Blue Oak,Neutral
Vascular Plant,Quercus garryana var. breweri,Oregon White Oak,Neutral
Vascular Plant,Quercus kelloggii,California Black Oak,Neutral
Vascular Plant,Quercus lobata,"Valley Oak, California White Oak",Neutral
Vascular Plant,Quercus wislizeni var. wislizeni,Interior Live Oak,Neutral
Vascular Plant,Myrica hartwegii,"Sierra Bayberry, Sierra Sweet-Bay",Neutral
Vascular Plant,Garrya fremontii,Bearbrush,Neutral
Vascular Plant,Asclepias californica,"Round-Hood Milkweed, Woolly Milkweed, California Milkweed",Neutral
Vascular Plant,Asclepias cordifolia,"Purple Milkweed, Heartleaf Milkweed",Neutral
Vascular Plant,Asclepias fascicularis,"Narrowleaf Milkweed, Narrow-Leaved Milkweed, Mexican Whorled Milkweed",Neutral
Vascular Plant,Centaurium venustum,Charming Centaury,Neutral
Vascular Plant,Gentiana calycosa,"Rainier Pleated Gentian, Mountain Bog Gentian",Neutral
Vascular Plant,Gentiana newberryi var. tiogana,Tioga Gentian,Neutral
Vascular Plant,Gentianella amarella ssp. acuta,"Autumn Dwarf-Gentian, Autumn Dwarfgentian, Autumn Dwarf Gentian",Neutral
Vascular Plant,Gentianella tenella ssp. tenella,"Dane's Dwarfgentian, Dane's Dwarf Gentian",Neutral
Vascular Plant,Gentianopsis holopetala,"Sierra Fringed Gentian, Sierra Gentian",Neutral
Vascular Plant,Galium bolanderi,Bolander's Bedstraw,Neutral
Vascular Plant,Galium hypotrichium ssp. hypotrichium,Alpine Bedstraw,Neutral
Vascular Plant,Galium multiflorum,"Shrubby Bedstraw, Manyflower Bedstraw",Neutral
Vascular Plant,Galium parisiense,Wall Bedstraw,Neutral
Vascular Plant,Galium porrigens var. tenue,Graceful Bedstraw,Neutral
Vascular Plant,Galium sparsiflorum,Sequoia Bedstraw,Neutral
Vascular Plant,Galium sparsiflorum ssp. sparsiflorum,Sequoia Bedstraw,Neutral
Vascular Plant,Erodium botrys,Longbeak Stork's Bill,Neutral
Vascular Plant,Erodium brachycarpum,Shortfruit Stork's Bill,Neutral
Vascular Plant,Geranium californicum,California Cranesbill,Neutral
Vascular Plant,Geranium dissectum,Cutleaf Geranium,Neutral
Vascular Plant,Geranium robertianum,Robert's Geranium,Neutral
Vascular Plant,Isoetes howellii,Howell's Quillwort,Neutral
Vascular Plant,Isoetes nuttallii,Nuttall's Quillwort,Neutral
Vascular Plant,Lepechinia calycina,Woodbalm,Neutral
Vascular Plant,Monardella glauca,"Blue Monardella, Gray Monardella, Pale Monardella",Neutral
Vascular Plant,Monardella lanceolata,"Mustang Monardella, Mustang Mountainbalm, Mustang Mint",Neutral
Vascular Plant,Monardella odoratissima ssp. pallida,"Mountain Monardella, Alpine Mountainbalm",Neutral
Vascular Plant,Monardella sheltonii,Shelton's Monardella,Neutral
Vascular Plant,Pycnanthemum californicum,Sierra Mint,Neutral
Vascular Plant,Salvia columbariae,Chia,Neutral
Vascular Plant,Satureja douglasii,Yerba Buena,Neutral
Vascular Plant,Scutellaria bolanderi ssp. bolanderi,Sierra Skullcap,Neutral
Vascular Plant,Scutellaria siphocampyloides,Grayleaf Skullcap,Neutral
Vascular Plant,Scutellaria tuberosa,Danny's Skullcap,Neutral
Vascular Plant,Stachys albens,"Whitestem Hedgenettle, White Hedgenettle",Neutral
Vascular Plant,Trichostema lanceolatum,Vinegarweed,Neutral
Vascular Plant,Trichostema oblongum,Oblong Bluecurls,Neutral
Vascular Plant,Utricularia gibba,"Humped Bladderwort, Conespur Bladderpod",Neutral
Vascular Plant,Fraxinus dipetala,"Two-Petal Ash, California Ash",Neutral
Vascular Plant,Fraxinus latifolia,Oregon Ash,Neutral
Vascular Plant,Castilleja applegatei,"Wavyleaf Paintbrush, Pine Indian Paintbrush, Wavyleaf Indian Paintbrush",Neutral
Vascular Plant,Castilleja applegatei ssp. disticha,Wavyleaf Indian Paintbrush,Neutral
Vascular Plant,Castilleja applegatei ssp. pallida,Wavyleaf Indian Paintbrush,Neutral
Vascular Plant,Castilleja applegatei ssp. pinetorum,Wavyleaf Indian Paintbrush,Neutral
Vascular Plant,Castilleja attenuata,"Indian Paintbrush, Attenuate Indian Paintbrush",Neutral
Vascular Plant,Castilleja densiflora ssp. densiflora,Denseflower Indian Paintbrush,Neutral
Vascular Plant,Castilleja exserta ssp. exserta,"Owl Clover, Exserted Indian Paintbrush",Neutral
Vascular Plant,Castilleja foliolosa,Texas Indian Paintbrush,Neutral
Vascular Plant,Castilleja lacera,Cutleaf Indian Paintbrush,Neutral
Vascular Plant,Castilleja lemmonii,"Lemmon's Paintbrush, Lemmon's Indian Paintbrush",Neutral
Vascular Plant,Castilleja miniata ssp. miniata,Giant Red Indian Paintbrush,Neutral
Vascular Plant,Castilleja minor ssp. spiralis,"Annual Indian Paintbrush, Lesser Indian Paintbrush",Neutral
Vascular Plant,Castilleja nana,"Dwarf Alpine Indian Paintbrush, Dwarf Alpine Paintbrush",Neutral
Vascular Plant,Castilleja parviflora,Mountain Indian Paintbrush,Neutral
Vascular Plant,Castilleja pilosa,"Parrothead Indian Paintbrush, Hairy Paintbrush",Neutral
Vascular Plant,Castilleja tenuis,"Hairy Indian Paintbrush, Slender Paintbrush",Neutral
Vascular Plant,Cordylanthus rigidus ssp. brevibracteatus,Stiffbranch Bird's Beak,Neutral
Vascular Plant,Cordylanthus rigidus ssp. rigidus,Stiffbranch Bird's Beak,Neutral
Vascular Plant,Cordylanthus tenuis ssp. tenuis,"Slender Bird's Beak, Slender Bird'sbeak",Neutral
Vascular Plant,Orobanche californica ssp. grayana,Gray's Broomrape,Neutral
Vascular Plant,Orthocarpus cuspidatus ssp. cryptanthus,"Cryptantha Owlclover, Cryptantha Owl's-Clover",Neutral
Vascular Plant,Pedicularis attollens,Little Elephantshead,Neutral
Vascular Plant,Pedicularis semibarbata,"Pinewoods Lousewort, Bearded Lousewort",Neutral
Vascular Plant,Mimulus angustatus,Purplelip Pansy Monkeyflower,Neutral
Vascular Plant,Mimulus bicolor,Yellow And White Monkeyflower,Neutral
Vascular Plant,Mimulus bolanderi,Bolander's Monkeyflower,Neutral
Vascular Plant,Mimulus cardinalis,"Scarlet Monkey-Flower, Crimson Monkeyflower, Scarlet Monkeyflower",Neutral
Vascular Plant,Mimulus congdonii,Congdon's Monkeyflower,Neutral
Vascular Plant,Mimulus douglasii,Brownies,Neutral
Vascular Plant,Mimulus filicaulis,"Hetch Hetchy Monkey-Flower, Slenderstem Monkeyflower",Species of Concern
Vascular Plant,Mimulus inconspicuus,Smallflower Monkeyflower,Neutral
Vascular Plant,Mimulus kelloggii,Kellogg's Monkeyflower,Neutral
Vascular Plant,Mimulus laciniatus,Cutleaf Monkeyflower,Neutral
Vascular Plant,Mimulus layneae,Layne's Monkeyflower,Neutral
Vascular Plant,Mimulus leptaleus,"Least Monkeyflower, Slender Monkeyflower",Neutral
Vascular Plant,Mimulus mephiticus,"Foul-Odor Monkeyflower, Foul Odor Monkeyflower",Neutral
Vascular Plant,Mimulus montioides,"Mointain Monkeyflower, Mountain Monkeyflower",Neutral
Vascular Plant,Mimulus palmeri,Palmer's Monkeyflower,Neutral
Vascular Plant,Mimulus pilosus,False Monkeyflower,Neutral
Vascular Plant,Mimulus primuloides,"Primrose Monkeyflower, Yellow Creeping Monkey-Flower",Neutral
Vascular Plant,Mimulus pulchellus,Yellowlip Pansy Monkeyflower,Neutral
Vascular Plant,Mimulus pulsiferae,Candelabrum Monkeyflower,Neutral
Vascular Plant,Mimulus tilingii,"Tiling's Monkeyflower, Subalpine Monkey-Flower, Subalpine Monkeyflower",Neutral
Vascular Plant,Mimulus torreyi,Torrey's Monkeyflower,Neutral
Vascular Plant,Mimulus viscidus,Sticky Monkeyflower,Neutral
Vascular Plant,Callitriche heterophylla var. bolanderi,Bolander's Water-Starwort,Neutral
Vascular Plant,Callitriche marginata,Winged Water-Starwort,Species of Concern
Vascular Plant,Collinsia bartsiifolia var. davidsonii,Davidson's Blue Eyed Mary,Neutral
Vascular Plant,Collinsia childii,Child's Blue Eyed Mary,Neutral
Vascular Plant,Collinsia heterophylla,Purple Chinese Houses,Neutral
Vascular Plant,Collinsia linearis,Narrowleaf Blue Eyed Mary,Neutral
Vascular Plant,Collinsia tinctoria,Sticky Chinese Houses,Neutral
Vascular Plant,Collinsia torreyi var. torreyi,"Torrey's Blue-Eyed Mary, Torrey's Blue Eyed Mary",Neutral
Vascular Plant,Collinsia torreyi var. wrightii,Wright's Blue Eyed Mary,Neutral
Vascular Plant,Gratiola ebracteata,Bractless Hedgehyssop,Neutral
Vascular Plant,Limosella acaulis,Owyhee Mudwort,Neutral
Vascular Plant,Penstemon azureus var. angustissimus,Azure Penstemon,Neutral
Vascular Plant,Penstemon davidsonii var. davidsonii,Davidson's Penstemon,Neutral
Vascular Plant,Penstemon heterodoxus,"Sierra Beardtongue, Sierra Penstemon",Neutral
Vascular Plant,Penstemon heterodoxus var. heterodoxus,Sierra Beardtongue,Neutral
Vascular Plant,Penstemon heterophyllus var. purdyi,Purdy's Penstemon,Neutral
Vascular Plant,Penstemon procerus var. formosus,"Pincushion Penstemon, Pincushion Beardtongue",Neutral
Vascular Plant,Penstemon roezlii,Roezl's Penstemon,Neutral
Vascular Plant,Penstemon rostriflorus,"Beaked Beardtongue, Beakflower Penstemon, Bridges' Penstemon",Neutral
Vascular Plant,Penstemon rydbergii var. oreocharis,Herbaceous Penstemon,Neutral
Vascular Plant,Penstemon speciosus,"Royal Penstemon, Prairie-Clover",Neutral
Vascular Plant,Plantago erecta,Dotseed Plantain,Neutral
Vascular Plant,Veronica cusickii,Cusick's Speedwell,Neutral
Vascular Plant,Veronica peregrina ssp. xalapensis,"Hairy Purslane Speedwell, Neckweed",Neutral
Vascular Plant,Veronica serpyllifolia ssp. humifusa,"Brightblue Speedwell, Thyme-Leaf Speedwell",Neutral
Vascular Plant,Scrophularia californica ssp. floribunda,California Figwort,Neutral
Vascular Plant,Scrophularia desertorum,"Desert Figwort, Mountain Figwort",Neutral
Vascular Plant,Verbena hastata,"Blue Vervain, Swamp Verbena, Blue Verbena, Simpler's-Joy",Neutral
Vascular Plant,Verbena lasiostachys var. lasiostachys,Western Vervain,Neutral
Vascular Plant,Calycanthus occidentalis,"California-Allspice, Western Sweetshrub, California Spicebush",Neutral
Vascular Plant,Umbellularia californica,California Laurel,Neutral
Vascular Plant,Calochortus albus,White Fairy-Lantern,Neutral
Vascular Plant,Calochortus invenustus,Plain Mariposa Lily,Neutral
Vascular Plant,Calochortus leichtlinii,"Smokey Mariposa, Leichtlin's Mariposa Lily",Neutral
Vascular Plant,Calochortus luteus,Yellow Mariposa Lily,Neutral
Vascular Plant,Calochortus minimus,Sierra Mariposa Lily,Neutral
Vascular Plant,Calochortus nudus,Naked Mariposa Lily,Neutral
Vascular Plant,Calochortus superbus,Yellow Mariposa,Neutral
Vascular Plant,Calochortus venustus,Butterfly Mariposa Lily,Neutral
Vascular Plant,Calochortus vestae,Coast Range Mariposa Lily,Neutral
Vascular Plant,Clintonia uniflora,Bride's Bonnet,Neutral
Vascular Plant,Disporum hookeri,Drops Of Gold,Neutral
Vascular Plant,Erythronium purpurascens,Purple Fawnlily,Neutral
Vascular Plant,Fritillaria micrantha,Brown Fritillary,Neutral
Vascular Plant,Fritillaria pinetorum,"Davidson's Fritillary, Pinewoods Fritillary",Neutral
Vascular Plant,Lilium parvum,"Sierra Tiger Lily, Sierra Tigerlily",Neutral
Vascular Plant,Lilium washingtonianum ssp. washingtonianum,Typical Washington Lily,Neutral
Vascular Plant,Trillium angustipetalum,Narrowpetal Wakerobin,Neutral
Vascular Plant,Veratrum californicum var. californicum,"California False Hellebore, California Falsehellebore",Neutral
Vascular Plant,Zigadenus exaltatus,Giant Deathcamas,Neutral
Vascular Plant,Zigadenus paniculatus,"Foothill Deathcamas, Sand-Corn",Neutral
Vascular Plant,Zigadenus venenosus var. venenosus,Meadow Deathcamas,Neutral
Vascular Plant,Chamaesyce serpyllifolia ssp. serpyllifolia,"Thymeleaf Sandmat, Thymeleaf Spurge, Thyme-Leaf Sandmat",Neutral
Vascular Plant,Eremocarpus setigerus,"Turkey Mullein, Doveweed",Neutral
Vascular Plant,Euphorbia crenulata,"Chinesecaps, Chinese Caps",Neutral
Vascular Plant,Hypericum anagalloides,"Tinker's Penny, Tinker's-Penny, Creeping St. Johnswort",Neutral
Vascular Plant,Linum lewisii var. alpicola,Prairie Flax,Neutral
Vascular Plant,Sclerolinon digynum,"Digynum Flax, Northwestern Yellowflax",Neutral
Vascular Plant,Populus balsamifera ssp. trichocarpa,"Balsam Poplar, Black Cottonwood",Neutral
Vascular Plant,Populus fremontii ssp. fremontii,Fremont's Cottonwood,Neutral
Vascular Plant,Salix arctica,Arctic Willow,Neutral
Vascular Plant,Salix brachycarpa ssp. brachycarpa,"Short-Fruited Willow, Barrenground Willow",Neutral
Vascular Plant,Salix jepsonii,Jepson's Willow,Neutral
Vascular Plant,Salix laevigata,Red Willow,Neutral
Vascular Plant,Salix lasiolepis,Arroyo Willow,Neutral
Vascular Plant,Salix ligulifolia,"Strapleaf Willow, Strap-Leaf Willow",Neutral
Vascular Plant,Salix lucida ssp. lasiandra,Pacific Willow,Neutral
Vascular Plant,Salix lutea,Yellow Willow,Neutral
Vascular Plant,Salix orestera,Sierra Willow,Neutral
Vascular Plant,Salix planifolia ssp. planifolia,"Diamondleaf Willow, Tealeaf Willow",Neutral
Vascular Plant,Salix prolixa,Mackenzie's Willow,Neutral
Vascular Plant,Salix reticulata ssp. nivalis,Snow Willow,Neutral
Vascular Plant,Viola bakeri,Baker's Violet,Neutral
Vascular Plant,Viola glabella,Pioneer Violet,Neutral
Vascular Plant,Viola lobata ssp. integrifolia,Pine Violet,Neutral
Vascular Plant,Viola lobata ssp. lobata,Pine Violet,Neutral
Vascular Plant,Viola macloskeyi,"Small White Violet, Macloskey's Violet",Neutral
Vascular Plant,Viola pinetorum ssp. pinetorum,Goosefoot Yellow Violet,Neutral
Vascular Plant,Viola purpurea ssp. integrifolia,Goosefoot Violet,Neutral
Vascular Plant,Viola purpurea ssp. purpurea,Goosefoot Violet,Neutral
Vascular Plant,Viola purpurea ssp. quercetorum,Goosefoot Violet,Neutral
Vascular Plant,Viola purpurea ssp. venosa,"Goosefoot Violet, Goosefoot Yellow Violet",Neutral
Vascular Plant,Viola sheltonii,Shelton's Violet,Neutral
Vascular Plant,Malva nicaeensis,Bull Mallow,Neutral
Vascular Plant,Malva parviflora,"Cheeseweed, Cheeseweed Mallow, Small-Whorl Mallow",Neutral
Vascular Plant,Sidalcea glaucescens,"Waxy Checkermallow, Waxy Checkerbloom",Neutral
Vascular Plant,Sidalcea malviflora ssp. asprella,Dwarf Checkerbloom,Neutral
Vascular Plant,Sidalcea reptans,Sierra Checkerbloom,Neutral
Vascular Plant,Lythrum hyssopifolia,Hyssop Loosestrife,Neutral
Vascular Plant,Camissonia contorta,"Plains Evening-Primrose, Plains Eveningprimrose, Plains Evening Primrose, Contorted Suncup",Neutral
Vascular Plant,Camissonia lacustris,Grassland Suncup,Neutral
Vascular Plant,Camissonia luciae,Santa Lucia Suncup,Neutral
Vascular Plant,Camissonia sierrae ssp. alticola,"Mono Hot Springs Evening-Primrose, Mono Hot Springs Evening Primrose",Species of Concern
Vascular Plant,Camissonia sierrae ssp. sierrae,Sierra Suncup,Neutral
Vascular Plant,Circaea alpina ssp. pacifica,"Small Enchanter's Nightshade, Small Enchanter Nightshade",Neutral
Vascular Plant,Clarkia australis,Small's Southern Clarkia,Neutral
Vascular Plant,Clarkia biloba ssp. biloba,Twolobe Clarkia,Neutral
Vascular Plant,Clarkia dudleyana,Dudley's Clarkia,Neutral
Vascular Plant,Clarkia gracilis ssp. albicaulis,Whitestem Clarkia,Neutral
Vascular Plant,Clarkia heterandra,Mountain Clarkia,Neutral
Vascular Plant,Clarkia modesta,Waltham Creek Clarkia,Neutral
Vascular Plant,Clarkia purpurea ssp. quadrivulnera,"Winecup Fairyfan, Winecup Clarkia",Neutral
Vascular Plant,Clarkia purpurea ssp. viminea,Winecup Clarkia,Neutral
Vascular Plant,Clarkia rhomboidea,"Diamond Fairyfan, Diamond Clarkia, Broadleaf Clarkia",Neutral
Vascular Plant,Clarkia unguiculata,Elegant Clarkia,Neutral
Vascular Plant,Clarkia williamsonii,Fort Miller Clarkia,Neutral
Vascular Plant,Epilobium angustifolium ssp. circumvagum,Fireweed,Neutral
Vascular Plant,Epilobium canum ssp. latifolium,Hummingbird Trumpet,Neutral
Vascular Plant,Epilobium ciliatum,"Hairy Willowherb, Hairy Willowweed, Fringed Willowherb",Neutral
Vascular Plant,Epilobium ciliatum ssp. glandulosum,"Glandular Willowherb, Glandular Willowweed, Fringed Willowherb",Neutral
